NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V66574336;CAIXABANK DP INFLACION 2024, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0170740007;FI4894
V65983389;CAIXABANK DP JULIO 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137507002;FI4579
V65983389;CAIXABANK DP JULIO 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137507010;FI4579
V83121632;CAIXABANK ESPAÑA RENTA FIJA 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0184928036;FI2503
V82757964;CAIXABANK ESPAÑA RENTA FIJA 2022, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138216033;FI2238
V66435686;CAIXABANK ESTRATEGIA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137656007;FI4835
V66435686;CAIXABANK ESTRATEGIA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137656015;FI4835
V66435686;CAIXABANK ESTRATEGIA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137656023;FI4835
V66435686;CAIXABANK ESTRATEGIA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137656031;FI4835
V83050526;CAIXABANK EVOLUCION, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0164539001;FI2505
V83050526;CAIXABANK EVOLUCION, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0164539019;FI2505
V83050526;CAIXABANK EVOLUCION, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0164539035;FI2505
V80945710;CAIXABANK FONDOS GLOBAL SELECCION, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0115252035;FI531
V63715221;CAIXABANK FONDTESORO LARGO PLAZO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137979003;FI3099
V63715221;CAIXABANK FONDTESORO LARGO PLAZO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137979011;FI3099
V63715221;CAIXABANK FONDTESORO LARGO PLAZO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137979029;FI3099
V63715221;CAIXABANK FONDTESORO LARGO PLAZO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137979037;FI3099
V66374448;CAIXABANK GESTION ALFA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0180963003;FI4806
V66374448;CAIXABANK GESTION ALFA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0180963011;FI4806
V66374448;CAIXABANK GESTION ALFA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0180963029;FI4806
V66374448;CAIXABANK GESTION ALFA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0180963037;FI4806
V82717778;CAIXABANK GESTION TOTAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0114165006;FI2210
V82717778;CAIXABANK GESTION TOTAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0114165030;FI2210
V83086769;CAIXABANK GESTION 25, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0113422002;FI2491
V83086769;CAIXABANK GESTION 25, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0113422036;FI2491
V83086728;CAIXABANK GESTION 50, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0110058007;FI2492
V83086728;CAIXABANK GESTION 50, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0110058015;FI2492
V83086728;CAIXABANK GESTION 50, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0110058031;FI2492
V64884117;CAIXABANK GLOBAL INVEST, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0113750006;FI4027
V66694407;CAIXABANK INTERES 3, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137793008;FI4945
V65223489;CAIXABANK ITER, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0145458008;FI4182
V65223489;CAIXABANK ITER, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0145458016;FI4182
V65223489;CAIXABANK ITER, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0145458024;FI4182
V79383261;CAIXABANK MULTIDIVISA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0173407000;FI182
V79383261;CAIXABANK MULTIDIVISA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0173407034;FI182
V61690376;CAIXABANK MULTISALUD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0110057009;FI1552
V61690376;CAIXABANK MULTISALUD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0110057017;FI1552
V61690376;CAIXABANK MULTISALUD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0110057025;FI1552
V61690376;CAIXABANK MULTISALUD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0110057033;FI1552
V82903212;CAIXABANK OPORTUNIDAD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0164948004;FI2342
V82903212;CAIXABANK OPORTUNIDAD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0164948038;FI2342
V62039862;CAIXABANK RENTA FIJA ALTA CALIDAD CREDITICIA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138384005;FI1904
V62039862;CAIXABANK RENTA FIJA ALTA CALIDAD CREDITICIA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138384039;FI1904
V64062276;CAIXABANK RENTA FIJA CORPORATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137896009;FI3346
V64062276;CAIXABANK RENTA FIJA CORPORATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137896017;FI3346
V64062276;CAIXABANK RENTA FIJA CORPORATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137896033;FI3346
V08694416;CAIXABANK RENTA FIJA DOLAR, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138807005;FI21
V08694416;CAIXABANK RENTA FIJA DOLAR, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138807039;FI21
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219003;FI2298
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219011;FI2298
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219029;FI2298
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219037;FI2298
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219045;FI2298
V82815614;CAIXABANK RENTA FIJA FLEXIBLE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0138219052;FI2298
V63731004;CAIXABANK RENTA FIJA SELECCION EMERGENTES, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137916005;FI3114
V63731004;CAIXABANK RENTA FIJA SELECCION EMERGENTES, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137916013;FI3114
V63731004;CAIXABANK RENTA FIJA SELECCION EMERGENTES, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137916021;FI3114
V63731004;CAIXABANK RENTA FIJA SELECCION EMERGENTES, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137916039;FI3114
V83086751;CAIXABANK RENTA FIJA SELECCION GLOBAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0113802005;FI2490
V83086751;CAIXABANK RENTA FIJA SELECCION GLOBAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0113802013;FI2490
V83086751;CAIXABANK RENTA FIJA SELECCION GLOBAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0113802021;FI2490
V83086751;CAIXABANK RENTA FIJA SELECCION GLOBAL, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0113802039;FI2490
V63738215;CAIXABANK RENTA FIJA SELECCION HIGH YIELD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0184922005;FI3120
V63738215;CAIXABANK RENTA FIJA SELECCION HIGH YIELD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0184922013;FI3120
V63738215;CAIXABANK RENTA FIJA SELECCION HIGH YIELD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0184922021;FI3120
V63738215;CAIXABANK RENTA FIJA SELECCION HIGH YIELD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0184922039;FI3120
V66747247;CAIXABANK RENTA FIJA SUBORDINADA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137794006;FI4988
V66747247;CAIXABANK RENTA FIJA SUBORDINADA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137794014;FI4988
V66747247;CAIXABANK RENTA FIJA SUBORDINADA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0137794022;FI4988
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830007;FI4736
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830015;FI4736
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830023;FI4736
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830031;FI4736
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830049;FI4736
V66265968;CAIXABANK RENTAS ABRIL 2020, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112830056;FI4736
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831005;FI4758
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831013;FI4758
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831021;FI4758
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831039;FI4758
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831047;FI4758
V66289059;CAIXABANK RENTAS ABRIL 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0112831054;FI4758
V66334673;CAIXABANK RENTAS ABRIL 2021 II, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0165543002;FI4788
V66334673;CAIXABANK RENTAS ABRIL 2021 II, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0165543010;FI4788
V66334673;CAIXABANK RENTAS ABRIL 2021 II, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0165543028;FI4788
V66790262;CAIXABANK RENTAS EURIBOR, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0180964001;FI5023
V66850009;CAIXABANK RENTAS EURIBOR 2, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137508000;FI5069
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886000;FI4704
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886018;FI4704
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886026;FI4704
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886034;FI4704
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886042;FI4704
V66213398;CAIXABANK RENTAS JULIO 2019, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137886059;FI4704
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907004;FI4674
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907012;FI4674
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907020;FI4674
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907038;FI4674
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907046;FI4674
V66159427;CAIXABANK RENTAS OCTUBRE 2018, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137907053;FI4674
V66907411;CAIXABANK RF DURACION NEGATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0180965008;FI5109
V66907411;CAIXABANK RF DURACION NEGATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0180965016;FI5109
V66907411;CAIXABANK RF DURACION NEGATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0180965024;FI5109
V66670449;CAIXABANK SELECCION ALTERNATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0115662001;FI4958
V66670449;CAIXABANK SELECCION ALTERNATIVA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0115662019;FI4958
V63946172;CAIXABANK SELECCION RETORNO ABSOLUTO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138066008;FI3268
V63946172;CAIXABANK SELECCION RETORNO ABSOLUTO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138066016;FI3268
V63946172;CAIXABANK SELECCION RETORNO ABSOLUTO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138066024;FI3268
V63946172;CAIXABANK SELECCION RETORNO ABSOLUTO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138066032;FI3268
V65920753;CAIXABANK SELECCION TENDENCIAS, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0164853006;FI4536
V65920753;CAIXABANK SELECCION TENDENCIAS, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0164853014;FI4536
V65920753;CAIXABANK SELECCION TENDENCIAS, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0164853022;FI4536
V87962809;CAIXABANK SMART MONEY RENTA FIJA EMERGENTE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137475002;FI5236
V87961587;CAIXABANK SMART MONEY RENTA FIJA GOBIERNO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137627008;FI5233
V87962742;CAIXABANK SMART MONEY RENTA FIJA HIGH YIELD, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0137414001;FI5237
V87961553;CAIXABANK SMART MONEY RENTA FIJA INFLACION, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0115653000;FI5232
V87962833;CAIXABANK SMART MONEY RENTA FIJA PRIVADA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;obligaciones;capital variable;No;ES0170741005;FI5235
V87962817;CAIXABANK SMART MONEY RENTA VARIABLE EMERGENTE, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0137657005;FI5230
V87961488;CAIXABANK SMART MONEY RENTA VARIABLE EUROPA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0137509008;FI5229
V87961538;CAIXABANK SMART MONEY RENTA VARIABLE JAPON, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0180966006;FI5234
V87961512;CAIXABANK SMART MONEY RENTA VARIABLE USA, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;participaciones;capital variable;No;ES0115663009;FI5228
V88017223;CAIXABANK TARGET 2021, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;mixtos;capital variable;No;ES0115664007;FI5243
V66054990;CAIXABANK VALOR BOLSA ESPAÑA 2, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0164465009;FI4615
V66106873;CAIXABANK VALOR BOLSA ESPAÑA 3, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138019007;FI4644
V66142563;CAIXABANK VALOR BOLSA EURO, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0138020005;FI4666
V66191131;CAIXABANK VALOR BOLSA EURO 2, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137908002;FI4690
V66374430;CAIXABANK VALOR 100/30 EUROSTOXX, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137433001;FI4810
V66415084;CAIXABANK VALOR 100/30 EUROSTOXX 2, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0139781001;FI4834
V66331034;CAIXABANK VALOR 100/45 EUROSTOXX, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137683001;FI4785
V66253741;CAIXABANK VALOR 100/50 EUROSTOXX, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137833002;FI4732
V66295692;CAIXABANK VALOR 100/50 IBEX, FI;CAIXABANK ASSET MANAGEMENT SGIIC, S.A.;PASEO CASTELLANA, 51, 28046, MADRID;otros;capital variable;No;ES0137834000;FI4768
